"Date","Price","Open","High","Low","Vol.","Change %"
"03/23/2009","47,139","47,977","48,324","47,178","","-1.85%"
"03/20/2009","48,027","48,147","48,643","47,645","","-0.30%"
"03/19/2009","48,170","48,002","48,332","46,902","","0.25%"
"03/18/2009","48,048","46,868","48,423","45,262","","2.55%"
"03/17/2009","46,853","47,208","47,559","46,759","","-0.67%"
"03/16/2009","47,170","47,806","47,873","47,016","","-1.29%"
"03/13/2009","47,788","47,676","48,357","47,169","","0.12%"
"03/12/2009","47,729","46,185","48,247","46,190","","3.26%"
"03/11/2009","46,221","45,992","46,578","45,657","","0.48%"
"03/10/2009","45,999","47,672","48,010","45,777","","-3.60%"
"03/09/2009","47,717","48,502","48,831","47,224","","-1.44%"
"03/06/2009","48,416","48,104","48,863","47,962","","0.69%"
"03/05/2009","48,086","46,727","48,358","46,680","","2.88%"
"03/04/2009","46,738","47,582","47,896","46,472","","-1.66%"
"03/03/2009","47,525","47,923","48,314","47,048","","-0.88%"
"03/02/2009","47,949","47,870","49,618","47,896","","-0.33%"
"02/27/2009","48,107","47,550","49,166","47,175","","1.24%"
"02/26/2009","47,520","47,465","48,070","46,989","","0.36%"
"02/25/2009","47,348","47,829","48,865","47,171","","-1.06%"
"02/24/2009","47,856","48,827","49,528","47,772","","-2.10%"
"02/23/2009","48,881","49,337","49,573","48,338","","-0.47%"
"02/20/2009","49,112","48,072","50,154","47,973","","2.14%"
"02/19/2009","48,084","49,190","49,351","48,057","","-2.22%"
"02/18/2009","49,175","48,033","49,292","47,680","","2.24%"
"02/17/2009","48,097","45,911","48,447","45,823","","4.74%"
"02/16/2009","45,919","45,690","46,119","45,363","","0.49%"
"02/13/2009","45,695","46,046","46,185","45,319","","-0.91%"
"02/12/2009","46,114","45,753","46,492","45,211","","0.68%"
"02/11/2009","45,801","44,593","46,386","44,220","","2.50%"
"02/10/2009","44,686","43,394","44,798","43,078","","2.95%"
"02/09/2009","43,406","44,218","44,376","42,758","","-1.92%"
"02/06/2009","44,257","44,424","44,907","43,484","","-0.49%"
"02/05/2009","44,475","44,048","44,995","43,628","","0.93%"
"02/04/2009","44,065","43,674","44,250","43,209","","0.79%"
"02/03/2009","43,718","43,988","44,440","42,970","","-0.43%"
"02/02/2009","43,905","45,254","45,415","43,895","","-2.95%"
"01/30/2009","45,239","44,223","45,499","43,737","","2.25%"
"01/29/2009","44,242","43,108","44,491","42,595","","2.71%"
"01/28/2009","43,074","43,665","44,032","42,971","","-1.35%"
"01/27/2009","43,663","43,783","44,350","43,499","","-0.32%"
"01/26/2009","43,803","44,042","44,464","43,263","","-0.62%"
"01/23/2009","44,074","41,922","44,294","41,547","","4.95%"
"01/22/2009","41,996","41,849","42,359","41,276","","0.29%"
"01/21/2009","41,873","41,933","42,535","41,246","","-0.24%"
"01/20/2009","41,972","40,488","42,517","39,977","","3.57%"
"01/19/2009","40,527","40,962","41,180","40,379","","-0.92%"
"01/16/2009","40,904","39,928","41,037","39,583","","2.69%"
"01/15/2009","39,833","39,415","40,101","39,050","","0.92%"
"01/14/2009","39,468","40,147","40,477","39,253","","-1.70%"
"01/13/2009","40,149","39,804","40,759","39,855","","0.71%"
"01/12/2009","39,868","41,178","41,534","39,657","","-2.69%"
"01/09/2009","40,969","41,498","42,063","40,633","","-1.36%"
"01/08/2009","41,534","40,953","41,918","40,291","","1.45%"
"01/07/2009","40,942","41,805","42,337","40,590","","-2.09%"
"01/06/2009","41,817","41,566","42,177","40,812","","0.70%"
"01/05/2009","41,525","42,184","42,570","40,781","","-1.36%"
"01/02/2009","42,099","42,687","43,020","41,895","","-1.86%"
"01/01/2009","42,899","42,729","43,084","42,736","","0.57%"
"12/31/2008","42,656","41,923","42,956","41,477","","1.71%"
"12/30/2008","41,940","42,363","42,707","41,606","","-0.68%"
"12/29/2008","42,228","41,995","43,267","42,029","","0.47%"
"12/26/2008","42,029","39,883","42,216","39,981","","4.88%"
"12/25/2008","40,073","40,293","40,418","39,928","","-0.73%"
"12/24/2008","40,367","40,804","41,327","39,899","","-1.00%"
"12/23/2008","40,775","40,415","41,381","40,247","","1.03%"
"12/22/2008","40,358","39,443","40,739","39,327","","2.30%"
"12/19/2008","39,452","39,844","40,305","39,077","","-0.88%"
"12/18/2008","39,804","39,844","39,954","39,862","","-3.19%"
"12/17/2008","41,115","40,734","41,949","39,917","","0.93%"
"12/16/2008","40,736","39,894","40,873","39,529","","1.98%"
"12/15/2008","39,946","39,739","40,341","39,232","","0.53%"
"12/12/2008","39,734","39,448","40,066","39,095","","0.49%"
"12/11/2008","39,542","39,437","40,127","38,791","","0.50%"
"12/10/2008","39,347","38,150","39,692","38,002","","3.11%"
"12/09/2008","38,162","38,156","38,442","37,499","","-0.06%"
"12/08/2008","38,185","37,238","38,705","37,263","","2.11%"
"12/05/2008","37,395","38,124","38,472","36,751","","-1.90%"
"12/04/2008","38,119","38,566","39,280","37,836","","-1.19%"
"12/03/2008","38,578","39,155","39,299","38,124","","-1.49%"
"12/02/2008","39,163","38,404","39,373","38,166","","2.09%"
"12/01/2008","38,362","40,383","40,725","38,356","","-5.06%"
"11/28/2008","40,408","39,741","40,902","39,532","","1.69%"
"11/27/2008","39,736","40,046","40,323","39,716","","-0.80%"
"11/26/2008","40,056","40,787","40,891","39,803","","-1.79%"
"11/25/2008","40,787","40,948","41,285","40,034","","-0.35%"
"11/24/2008","40,928","39,646","41,481","36,182","","3.58%"
"11/21/2008","39,515","37,267","39,775","37,012","","5.75%"
"11/20/2008","37,367","36,525","37,740","36,411","","2.37%"
"11/19/2008","36,503","36,481","38,071","36,140","","0.24%"
"11/18/2008","36,415","36,086","36,966","36,014","","0.90%"
"11/17/2008","36,091","36,187","36,995","35,512","","-0.14%"
"11/14/2008","36,141","36,000","36,729","35,421","","0.42%"
"11/13/2008","35,991","34,964","36,206","34,368","","2.99%"
"11/12/2008","34,947","35,030","36,249","34,865","","-0.39%"
"11/11/2008","35,085","35,276","35,866","34,865","","-0.49%"
"11/10/2008","35,257","34,888","36,328","34,991","","0.90%"
"11/07/2008","34,943","34,893","35,595","34,326","","0.09%"
"11/06/2008","34,910","35,028","36,258","34,574","","-0.20%"
"11/05/2008","34,981","36,036","36,422","34,935","","-3.18%"
"11/04/2008","36,130","35,041","36,367","34,755","","3.23%"
"11/03/2008","35,000","35,680","36,112","35,030","","-1.79%"
"10/31/2008","35,639","36,221","36,591","35,521","","-1.51%"
"10/30/2008","36,187","37,284","38,446","36,140","","-2.83%"
"10/29/2008","37,240","36,952","38,260","36,530","","0.93%"
"10/28/2008","36,895","36,290","37,578","35,883","","1.67%"
"10/27/2008","36,290","36,492","37,163","35,527","","-0.55%"
"10/24/2008","36,489","35,909","36,964","34,056","","1.98%"
"10/23/2008","35,780","35,819","36,604","34,711","","-0.24%"
"10/22/2008","35,866","37,846","38,048","35,536","","-4.64%"
"10/21/2008","37,612","38,806","39,263","37,388","","-2.89%"
"10/20/2008","38,732","38,030","39,534","38,046","","1.74%"
"10/17/2008","38,069","39,187","39,687","37,782","","-2.79%"
"10/16/2008","39,163","40,986","41,428","38,236","","-4.52%"
"10/15/2008","41,018","40,031","41,479","40,093","","2.46%"
"10/14/2008","40,034","40,012","41,115","39,925","","0.14%"
"10/13/2008","39,978","41,069","42,029","39,558","","-2.42%"
"10/10/2008","40,972","43,672","45,486","40,000","","-6.28%"
"10/09/2008","43,716","43,304","43,994","41,821","","0.78%"
"10/08/2008","43,376","42,483","44,624","41,817","","2.16%"
"10/07/2008","42,459","40,891","42,841","40,743","","3.66%"
"10/06/2008","40,960","38,921","41,870","38,586","","4.89%"
"10/03/2008","39,052","38,597","40,081","38,296","","1.35%"
"10/02/2008","38,530","40,394","40,578","38,372","","-4.56%"
"10/01/2008","40,371","40,723","41,639","40,210","","-0.84%"
"09/30/2008","40,714","41,941","42,560","40,266","","-3.04%"
"09/29/2008","41,992","40,967","42,920","40,113","","2.81%"
"09/26/2008","40,846","40,306","42,324","40,056","","1.44%"
"09/25/2008","40,265","40,404","41,584","39,798","","-0.23%"
"09/24/2008","40,358","40,504","41,425","39,709","","-0.64%"
"09/23/2008","40,616","40,725","41,312","40,247","","-0.42%"
"09/22/2008","40,788","39,913","41,060","39,245","","2.25%"
"09/19/2008","39,890","39,255","40,181","38,152","","1.56%"
"09/18/2008","39,279","39,721","41,895","39,074","","-1.37%"
"09/17/2008","39,822","36,325","40,047","36,019","","9.41%"
"09/16/2008","36,397","35,878","36,970","35,449","","1.48%"
"09/15/2008","35,866","34,961","36,059","34,991","","2.82%"
"09/12/2008","34,882","34,002","35,048","33,877","","2.75%"
"09/11/2008","33,950","33,817","34,533","33,494","","0.21%"
"09/10/2008","33,878","34,688","35,332","33,864","","-2.39%"
"09/09/2008","34,706","35,625","36,072","34,733","","-2.68%"
"09/08/2008","35,660","35,863","36,481","35,530","","-0.49%"
"09/05/2008","35,837","35,243","36,600","34,804","","1.77%"
"09/04/2008","35,215","35,193","36,126","35,159","","0.12%"
"09/03/2008","35,171","35,713","35,811","34,717","","-1.43%"
"09/02/2008","35,680","36,032","36,212","35,066","","-1.12%"
"09/01/2008","36,083","36,593","36,896","36,049","","-0.83%"
"08/29/2008","36,387","36,393","36,736","36,182","","-0.07%"
"08/28/2008","36,413","36,074","36,922","36,003","","0.99%"
"08/27/2008","36,055","36,030","36,649","35,937","","0.04%"
"08/26/2008","36,041","35,872","36,323","35,396","","0.49%"
"08/25/2008","35,866","35,733","36,175","35,257","","0.71%"
"08/22/2008","35,613","36,218","36,384","35,600","","-1.76%"
"08/21/2008","36,250","35,439","36,472","35,247","","2.26%"
"08/20/2008","35,448","35,372","35,852","34,927","","0.18%"
"08/19/2008","35,385","34,728","35,515","34,064","","1.96%"
"08/18/2008","34,704","33,930","34,934","33,749","","3.23%"
"08/15/2008","33,619","34,560","34,615","33,059","","-2.75%"
"08/14/2008","34,568","35,121","35,971","34,538","","-1.60%"
"08/13/2008","35,129","34,294","35,327","33,900","","2.52%"
"08/12/2008","34,266","34,588","34,982","33,629","","-1.02%"
"08/11/2008","34,619","35,920","36,437","34,451","","-3.56%"
"08/08/2008","35,899","36,584","36,730","35,738","","-1.98%"
"08/07/2008","36,626","36,895","37,231","36,447","","-0.72%"
"08/06/2008","36,892","36,814","37,342","36,705","","0.23%"
"08/05/2008","36,808","37,898","37,983","36,831","","-2.81%"
"08/04/2008","37,873","38,433","38,878","37,901","","-1.47%"
"08/01/2008","38,438","38,862","38,936","38,174","","-0.85%"
"07/31/2008","38,769","38,339","39,303","38,268","","1.29%"
"07/30/2008","38,273","39,049","39,150","37,868","","-1.92%"
"07/29/2008","39,021","39,546","39,888","38,913","","-1.31%"
"07/28/2008","39,539","39,128","39,703","38,983","","1.01%"
"07/25/2008","39,145","39,019","39,517","38,741","","0.40%"
"07/24/2008","38,987","38,690","39,261","38,386","","0.81%"
"07/23/2008","38,676","40,150","40,367","38,615","","-3.70%"
"07/22/2008","40,163","41,173","41,697","40,129","","-2.47%"
"07/21/2008","41,180","40,799","41,405","40,760","","1.06%"
"07/18/2008","40,748","40,844","41,332","40,527","","-0.26%"
"07/17/2008","40,854","41,250","41,925","40,780","","-0.98%"
"07/16/2008","41,261","42,053","42,219","41,233","","-1.86%"
"07/15/2008","42,043","41,706","42,727","41,183","","0.88%"
"07/14/2008","41,676","41,295","41,857","40,836","","1.11%"
"07/11/2008","41,217","40,474","41,441","40,195","","1.66%"
"07/10/2008","40,543","39,898","40,636","39,828","","1.63%"
"07/09/2008","39,893","39,734","40,019","39,450","","0.41%"
"07/08/2008","39,732","39,962","40,513","39,427","","-0.60%"
"07/07/2008","39,970","40,222","40,274","39,519","","-0.62%"
"07/04/2008","40,219","40,245","40,515","40,043","","-0.11%"
"07/03/2008","40,262","40,631","40,999","40,037","","-0.99%"
"07/02/2008","40,664","40,591","40,870","40,220","","0.19%"
"07/01/2008","40,587","39,713","40,918","39,439","","2.35%"
"06/30/2008","39,653","39,708","40,322","39,345","","-0.02%"
"06/27/2008","39,659","39,008","39,833","38,649","","1.65%"
"06/26/2008","39,014","37,757","39,098","37,586","","3.40%"
"06/25/2008","37,732","38,005","38,125","37,263","","-0.76%"
"06/24/2008","38,022","37,938","38,342","37,835","","0.22%"
"06/23/2008","37,940","38,601","39,004","37,708","","-1.67%"
"06/20/2008","38,583","38,516","38,999","38,288","","0.15%"
"06/19/2008","38,527","38,259","38,993","38,346","","0.76%"
"06/18/2008","38,236","37,748","38,388","37,698","","1.28%"
"06/17/2008","37,754","37,799","38,110","37,411","","-0.10%"
"06/16/2008","37,790","37,239","38,453","37,130","","1.32%"
"06/13/2008","37,297","37,072","37,509","36,872","","0.64%"
"06/12/2008","37,059","37,559","37,712","36,671","","-1.32%"
"06/11/2008","37,557","37,190","37,925","37,031","","1.07%"
"06/10/2008","37,158","38,157","38,309","37,094","","-2.68%"
"06/09/2008","38,182","38,455","38,996","38,153","","-0.65%"
"06/06/2008","38,431","37,532","38,503","37,403","","2.30%"
"06/05/2008","37,568","37,423","37,769","37,111","","0.48%"
"06/04/2008","37,388","37,404","37,814","37,209","","-0.08%"
"06/03/2008","37,417","37,722","38,225","37,314","","-0.74%"
"06/02/2008","37,697","37,377","38,067","37,230","","0.99%"
"05/30/2008","37,328","37,305","37,789","37,040","","0.15%"
"05/29/2008","37,273","38,442","38,604","37,161","","-2.86%"
"05/28/2008","38,371","38,775","38,986","37,924","","-1.05%"
"05/27/2008","38,780","39,544","39,885","38,800","","-1.94%"
"05/26/2008","39,546","39,324","39,692","39,268","","0.59%"
"05/23/2008","39,316","39,389","39,649","39,075","","-0.32%"
"05/22/2008","39,440","39,801","40,372","39,353","","-0.90%"
"05/21/2008","39,797","39,098","39,909","38,846","","1.91%"
"05/20/2008","39,049","38,316","39,275","38,124","","1.89%"
"05/19/2008","38,326","38,287","38,867","38,189","","0.29%"
"05/16/2008","38,215","37,610","38,480","37,283","","1.70%"
"05/15/2008","37,578","36,580","37,873","36,391","","2.76%"
"05/14/2008","36,567","36,410","36,961","36,256","","0.37%"
"05/13/2008","36,433","37,071","37,221","36,271","","-1.71%"
"05/12/2008","37,066","36,688","37,362","36,573","","0.95%"
"05/09/2008","36,717","36,798","37,095","36,121","","-0.11%"
"05/08/2008","36,757","35,801","36,988","35,535","","2.76%"
"05/07/2008","35,770","35,827","36,199","35,675","","-0.19%"
"05/06/2008","35,837","35,473","36,126","35,362","","0.98%"
"05/05/2008","35,490","34,784","35,576","34,823","","2.31%"
"05/02/2008","34,689","34,425","34,914","34,210","","0.72%"
"05/01/2008","34,441","35,440","35,624","34,292","","-2.13%"
"04/30/2008","35,190","34,994","35,526","34,916","","0.46%"
"04/29/2008","35,028","35,746","36,045","35,007","","-2.03%"
"04/28/2008","35,754","35,544","36,029","35,471","","0.86%"
"04/25/2008","35,450","35,514","36,033","35,289","","-0.12%"
"04/24/2008","35,494","36,079","36,391","35,403","","-1.68%"
"04/23/2008","36,101","36,587","36,887","35,865","","-1.41%"
"04/22/2008","36,619","36,415","36,940","36,390","","0.56%"
"04/21/2008","36,415","36,510","37,076","36,342","","0.01%"
"04/18/2008","36,411","37,331","37,744","35,975","","-2.45%"
"04/17/2008","37,327","37,631","38,054","37,301","","-0.80%"
"04/16/2008","37,627","36,986","37,923","36,813","","1.72%"
"04/15/2008","36,990","36,833","37,409","36,513","","0.45%"
"04/14/2008","36,825","36,630","37,179","36,368","","-0.04%"
"04/11/2008","36,839","37,022","37,163","36,663","","-0.45%"
"04/10/2008","37,006","37,251","37,563","36,808","","-0.68%"
"04/09/2008","37,259","36,590","37,343","36,093","","1.86%"
"04/08/2008","36,578","36,691","37,035","36,261","","-0.25%"
"04/07/2008","36,671","36,346","37,148","36,318","","0.83%"
"04/04/2008","36,370","36,094","36,459","35,905","","0.85%"
"04/03/2008","36,062","35,991","36,392","35,526","","0.02%"
"04/02/2008","36,055","35,250","36,174","35,174","","2.38%"
"04/01/2008","35,218","36,628","36,868","34,882","","-3.86%"
"03/31/2008","36,630","37,118","37,631","36,639","","-1.16%"
"03/28/2008","37,061","37,931","38,107","36,711","","-2.33%"
"03/27/2008","37,943","38,280","38,344","37,549","","-0.84%"
"03/26/2008","38,264","37,611","38,332","37,505","","1.75%"
"03/25/2008","37,607","36,666","37,667","36,595","","2.48%"
"03/24/2008","36,698","36,480","37,299","36,357","","0.17%"
"03/21/2008","36,635","36,748","39,564","36,548","","0.07%"
"03/20/2008","36,611","37,914","38,071","36,637","","-3.78%"
"03/19/2008","38,051","39,428","40,425","37,853","","-3.56%"
"03/18/2008","39,456","40,802","41,032","39,333","","-3.18%"
"03/17/2008","40,754","40,531","41,940","40,421","","0.70%"
"03/14/2008","40,470","40,232","40,512","39,804","","0.66%"
"03/13/2008","40,204","39,558","40,371","39,388","","1.72%"
"03/12/2008","39,526","39,248","39,576","38,986","","0.68%"
"03/11/2008","39,261","39,308","39,865","38,839","","-0.10%"
"03/10/2008","39,300","39,329","39,852","38,843","","-0.06%"
"03/07/2008","39,325","39,263","39,963","39,125","","0.13%"
"03/06/2008","39,275","39,716","39,914","38,745","","-1.08%"
"03/05/2008","39,704","38,754","39,886","38,626","","2.53%"
"03/04/2008","38,722","39,606","39,784","38,643","","-2.23%"
"03/03/2008","39,606","38,832","39,956","38,867","","2.06%"
"02/29/2008","38,805","38,095","39,040","38,155","","0.53%"
"02/28/2008","38,601","37,986","38,645","37,926","","1.59%"
"02/27/2008","37,998","37,808","38,356","37,814","","0.44%"
"02/26/2008","37,832","37,498","37,861","36,991","","0.92%"
"02/25/2008","37,486","37,815","38,091","37,242","","-0.82%"
"02/22/2008","37,795","37,619","37,970","37,450","","0.52%"
"02/21/2008","37,600","37,844","38,009","37,545","","-0.76%"
"02/20/2008","37,888","36,924","37,948","36,658","","2.64%"
"02/19/2008","36,912","35,837","37,158","35,852","","2.90%"
"02/18/2008","35,873","35,796","36,065","35,625","","0.25%"
"02/15/2008","35,784","35,941","36,241","35,627","","-0.38%"
"02/14/2008","35,922","35,998","36,262","35,641","","-0.04%"
"02/13/2008","35,935","35,845","36,198","35,551","","0.32%"
"02/12/2008","35,822","36,610","36,679","35,747","","-2.23%"
"02/11/2008","36,639","36,453","36,816","36,283","","0.84%"
"02/08/2008","36,334","35,879","36,472","35,728","","1.24%"
"02/07/2008","35,889","35,548","36,042","35,316","","0.93%"
"02/06/2008","35,557","34,938","35,852","34,928","","1.76%"
"02/05/2008","34,942","35,444","35,705","34,909","","-1.52%"
"02/04/2008","35,480","35,515","35,903","34,913","","-0.56%"
"02/01/2008","35,681","36,286","36,869","35,415","","-1.77%"
"01/31/2008","36,325","36,422","36,555","36,053","","-0.37%"
"01/30/2008","36,461","36,246","36,667","35,979","","0.51%"
"01/29/2008","36,275","36,338","36,767","35,974","","-0.23%"
"01/28/2008","36,358","35,997","36,591","35,813","","1.25%"
